defect_id,source_system,department,asset_id,asset_type,division,section_id,section_name,km_location,severity,safety_impact,reported_date,due_date,overdue_days,estimated_duration_minutes,block_requirement,traffic_density,asset_criticality,status,detection_source,evidence_reference
SMMS-2026-0071,SMMS,S&T,S&-SEC-B02-018,Track Circuit,Demo Division,SEC-B02,Akola–Bhusawal,269.562,LOW,2,2026-08-23,2026-10-07,0,60,SIGNALLING_AND_TRAFFIC_BLOCK,MEDIUM,MEDIUM,OPEN,Visual inspection,EVD-SMMS-2026-0071
SMMS-2026-0072,SMMS,S&T,S&-SEC-A01-010,Cable,Demo Division,SEC-A01,Nagpur–Wardha,26.498,LOW,2,2026-08-30,2026-10-14,0,45,TRAFFIC_BLOCK,HIGH,HIGH,PLANNED,Condition monitoring,EVD-SMMS-2026-0072
SMMS-2026-0073,SMMS,S&T,S&-SEC-B02-012,Point Machine,Demo Division,SEC-B02,Akola–Bhusawal,264.517,MEDIUM,3,2026-09-04,2026-09-25,0,90,TRAFFIC_BLOCK,MEDIUM,LOW,ACKNOWLEDGED,Visual inspection,EVD-SMMS-2026-0073
SMMS-2026-0074,SMMS,S&T,S&-SEC-C01-018,Electronic Interlocking,Demo Division,SEC-C01,Bhusawal–Jalgaon,357.186,CRITICAL,5,2026-09-05,2026-09-06,1,120,TRAFFIC_BLOCK,LOW,LOW,PLANNED,Visual inspection,EVD-SMMS-2026-0074
SMMS-2026-0075,SMMS,S&T,S&-SEC-A02-015,Electronic Interlocking,Demo Division,SEC-A02,Wardha–Badnera,113.32,CRITICAL,5,2026-08-17,2026-08-18,20,120,TRAFFIC_BLOCK,HIGH,MEDIUM,PLANNED,Routine patrol,EVD-SMMS-2026-0075
SMMS-2026-0076,SMMS,S&T,S&-SEC-B02-016,Cable,Demo Division,SEC-B02,Akola–Bhusawal,242.963,HIGH,4,2026-08-17,2026-08-24,14,120,SIGNALLING_AND_TRAFFIC_BLOCK,MEDIUM,MEDIUM,OPEN,Field survey,EVD-SMMS-2026-0076
SMMS-2026-0077,SMMS,S&T,S&-SEC-C01-003,Signal,Demo Division,SEC-C01,Bhusawal–Jalgaon,382.481,LOW,2,2026-08-13,2026-09-27,0,30,TRAFFIC_BLOCK,LOW,HIGH,OPEN,Routine patrol,EVD-SMMS-2026-0077
SMMS-2026-0078,SMMS,S&T,S&-SEC-A02-004,Point Machine,Demo Division,SEC-A02,Wardha–Badnera,110.686,MEDIUM,3,2026-08-23,2026-09-13,0,60,TRAFFIC_BLOCK,HIGH,MEDIUM,ACKNOWLEDGED,Field survey,EVD-SMMS-2026-0078
SMMS-2026-0079,SMMS,S&T,S&-SEC-B01-020,Point Machine,Demo Division,SEC-B01,Badnera–Akola,202.565,HIGH,4,2026-08-09,2026-08-16,22,60,TRAFFIC_BLOCK,MEDIUM,MEDIUM,PLANNED,Field survey,EVD-SMMS-2026-0079
SMMS-2026-0080,SMMS,S&T,S&-SEC-B01-006,Cable,Demo Division,SEC-B01,Badnera–Akola,196.613,MEDIUM,3,2026-08-24,2026-09-14,0,45,TRAFFIC_BLOCK,MEDIUM,HIGH,ACKNOWLEDGED,Condition monitoring,EVD-SMMS-2026-0080
SMMS-2026-0081,SMMS,S&T,S&-SEC-B02-014,Electronic Interlocking,Demo Division,SEC-B02,Akola–Bhusawal,277.218,HIGH,4,2026-09-02,2026-09-09,0,90,TRAFFIC_BLOCK,MEDIUM,LOW,PLANNED,Visual inspection,EVD-SMMS-2026-0081
SMMS-2026-0082,SMMS,S&T,S&-SEC-A01-013,Signal,Demo Division,SEC-A01,Nagpur–Wardha,4.036,MEDIUM,3,2026-08-29,2026-09-19,0,90,SIGNALLING_AND_TRAFFIC_BLOCK,HIGH,HIGH,OPEN,Maintenance inspection,EVD-SMMS-2026-0082
SMMS-2026-0083,SMMS,S&T,S&-SEC-A01-009,Signal,Demo Division,SEC-A01,Nagpur–Wardha,52.488,HIGH,4,2026-08-09,2026-08-16,22,120,TRAFFIC_BLOCK,HIGH,MEDIUM,ACKNOWLEDGED,Field survey,EVD-SMMS-2026-0083
SMMS-2026-0084,SMMS,S&T,S&-SEC-A01-005,Axle Counter,Demo Division,SEC-A01,Nagpur–Wardha,52.146,HIGH,4,2026-09-03,2026-09-10,0,90,SIGNALLING_AND_TRAFFIC_BLOCK,HIGH,HIGH,PLANNED,Visual inspection,EVD-SMMS-2026-0084
SMMS-2026-0085,SMMS,S&T,S&-SEC-B02-020,Signal,Demo Division,SEC-B02,Akola–Bhusawal,263.875,LOW,2,2026-08-30,2026-10-14,0,45,TRAFFIC_BLOCK,MEDIUM,MEDIUM,PLANNED,Condition monitoring,EVD-SMMS-2026-0085
SMMS-2026-0086,SMMS,S&T,S&-SEC-C01-007,Point Machine,Demo Division,SEC-C01,Bhusawal–Jalgaon,356.363,HIGH,4,2026-08-16,2026-08-23,15,60,TRAFFIC_BLOCK,LOW,MEDIUM,ACKNOWLEDGED,Routine patrol,EVD-SMMS-2026-0086
SMMS-2026-0087,SMMS,S&T,S&-SEC-A01-018,Axle Counter,Demo Division,SEC-A01,Nagpur–Wardha,17.037,MEDIUM,3,2026-08-04,2026-08-25,13,60,SIGNALLING_AND_TRAFFIC_BLOCK,HIGH,LOW,OPEN,Field survey,EVD-SMMS-2026-0087
SMMS-2026-0088,SMMS,S&T,S&-SEC-B02-006,Cable,Demo Division,SEC-B02,Akola–Bhusawal,323.567,LOW,2,2026-08-12,2026-09-26,0,30,SIGNALLING_AND_TRAFFIC_BLOCK,MEDIUM,LOW,ACKNOWLEDGED,Condition monitoring,EVD-SMMS-2026-0088
SMMS-2026-0089,SMMS,S&T,S&-SEC-B01-008,Cable,Demo Division,SEC-B01,Badnera–Akola,200.997,MEDIUM,3,2026-09-05,2026-09-26,0,45,SIGNALLING_AND_TRAFFIC_BLOCK,MEDIUM,HIGH,PLANNED,Visual inspection,EVD-SMMS-2026-0089
SMMS-2026-0090,SMMS,S&T,S&-SEC-B01-011,Relay,Demo Division,SEC-B01,Badnera–Akola,184.014,HIGH,4,2026-08-18,2026-08-25,13,120,SIGNALLING_AND_TRAFFIC_BLOCK,MEDIUM,MEDIUM,PLANNED,Maintenance inspection,EVD-SMMS-2026-0090
