defect_id,source_system,department,asset_id,asset_type,division,section_id,section_name,km_location,severity,safety_impact,reported_date,due_date,overdue_days,estimated_duration_minutes,block_requirement,traffic_density,asset_criticality,status,detection_source,evidence_reference
TMS-2026-0018,TMS,ENGINEERING,EN-SEC-B01-005,Track Circuit Bond,Demo Division,SEC-B01,Badnera–Akola,155.815,MEDIUM,3,2026-08-29,2026-09-19,0,90,TRAFFIC_BLOCK,MEDIUM,HIGH,ACKNOWLEDGED,Routine patrol,EVD-TMS-2026-0018
TMS-2026-0019,TMS,ENGINEERING,EN-SEC-B02-019,Rail,Demo Division,SEC-B02,Akola–Bhusawal,331.163,MEDIUM,3,2026-08-17,2026-09-07,0,90,TRAFFIC_BLOCK,MEDIUM,LOW,PLANNED,USFD,EVD-TMS-2026-0019
TMS-2026-0020,TMS,ENGINEERING,EN-SEC-A01-011,Rail,Demo Division,SEC-A01,Nagpur–Wardha,43.049,MEDIUM,3,2026-09-06,2026-09-27,0,45,TRAFFIC_BLOCK,HIGH,HIGH,OPEN,Condition monitoring,EVD-TMS-2026-0020
TMS-2026-0021,TMS,ENGINEERING,EN-SEC-A01-003,Rail,Demo Division,SEC-A01,Nagpur–Wardha,2.418,LOW,2,2026-09-01,2026-10-16,0,60,TRAFFIC_BLOCK,HIGH,LOW,OPEN,Field survey,EVD-TMS-2026-0021
TMS-2026-0022,TMS,ENGINEERING,EN-SEC-B02-014,Weld,Demo Division,SEC-B02,Akola–Bhusawal,333.62,LOW,2,2026-08-27,2026-10-11,0,60,TRAFFIC_BLOCK,MEDIUM,MEDIUM,OPEN,Condition monitoring,EVD-TMS-2026-0022
TMS-2026-0023,TMS,ENGINEERING,EN-SEC-C01-018,Turnout,Demo Division,SEC-C01,Bhusawal–Jalgaon,381.672,CRITICAL,5,2026-08-20,2026-08-21,17,150,TRAFFIC_BLOCK,LOW,LOW,OPEN,Condition monitoring,EVD-TMS-2026-0023
TMS-2026-0024,TMS,ENGINEERING,EN-SEC-B02-003,Rail,Demo Division,SEC-B02,Akola–Bhusawal,305.202,MEDIUM,3,2026-08-20,2026-09-10,0,90,TRAFFIC_BLOCK,MEDIUM,LOW,PLANNED,Routine patrol,EVD-TMS-2026-0024
TMS-2026-0025,TMS,ENGINEERING,EN-SEC-A01-020,Rail,Demo Division,SEC-A01,Nagpur–Wardha,16.514,LOW,2,2026-08-08,2026-09-22,0,60,TRAFFIC_BLOCK,HIGH,LOW,PLANNED,Visual inspection,EVD-TMS-2026-0025
TMS-2026-0026,TMS,ENGINEERING,EN-SEC-A02-016,Sleeper,Demo Division,SEC-A02,Wardha–Badnera,146.725,MEDIUM,3,2026-08-06,2026-08-27,11,45,TRAFFIC_BLOCK,HIGH,LOW,PLANNED,Field survey,EVD-TMS-2026-0026
TMS-2026-0027,TMS,ENGINEERING,EN-SEC-C01-015,Turnout,Demo Division,SEC-C01,Bhusawal–Jalgaon,340.749,MEDIUM,3,2026-08-23,2026-09-13,0,60,TRAFFIC_BLOCK,LOW,LOW,OPEN,Visual inspection,EVD-TMS-2026-0027
TMS-2026-0028,TMS,ENGINEERING,EN-SEC-A02-008,Turnout,Demo Division,SEC-A02,Wardha–Badnera,153.604,MEDIUM,3,2026-08-08,2026-08-29,9,90,TRAFFIC_BLOCK,HIGH,HIGH,OPEN,Visual inspection,EVD-TMS-2026-0028
TMS-2026-0029,TMS,ENGINEERING,EN-SEC-B01-007,Turnout,Demo Division,SEC-B01,Badnera–Akola,219.732,HIGH,4,2026-08-03,2026-08-10,28,120,TRAFFIC_BLOCK,MEDIUM,HIGH,OPEN,Field survey,EVD-TMS-2026-0029
TMS-2026-0030,TMS,ENGINEERING,EN-SEC-A02-019,Ballast,Demo Division,SEC-A02,Wardha–Badnera,119.917,MEDIUM,3,2026-08-09,2026-08-30,8,60,TRAFFIC_BLOCK,HIGH,HIGH,OPEN,USFD,EVD-TMS-2026-0030
