defect_id,source_system,department,asset_id,asset_type,division,section_id,section_name,km_location,severity,safety_impact,reported_date,due_date,overdue_days,estimated_duration_minutes,block_requirement,traffic_density,asset_criticality,status,detection_source,evidence_reference
TDMS-2026-0041,TDMS,TRACTION,TR-SEC-C01-020,Feeder,Demo Division,SEC-C01,Bhusawal–Jalgaon,376.238,LOW,2,2026-09-03,2026-10-18,0,45,POWER_AND_TRAFFIC_BLOCK,LOW,LOW,OPEN,Maintenance inspection,EVD-TDMS-2026-0041
TDMS-2026-0042,TDMS,TRACTION,TR-SEC-C01-013,Neutral Section,Demo Division,SEC-C01,Bhusawal–Jalgaon,382.549,CRITICAL,5,2026-08-15,2026-08-16,22,120,POWER_AND_TRAFFIC_BLOCK,LOW,HIGH,OPEN,Condition monitoring,EVD-TDMS-2026-0042
TDMS-2026-0043,TDMS,TRACTION,TR-SEC-B02-017,Catenary Wire,Demo Division,SEC-B02,Akola–Bhusawal,320.682,CRITICAL,5,2026-09-06,2026-09-07,0,150,POWER_AND_TRAFFIC_BLOCK,MEDIUM,MEDIUM,OPEN,Maintenance inspection,EVD-TDMS-2026-0043
TDMS-2026-0044,TDMS,TRACTION,TR-SEC-A01-015,Catenary Wire,Demo Division,SEC-A01,Nagpur–Wardha,4.607,HIGH,4,2026-08-25,2026-09-01,6,90,POWER_AND_TRAFFIC_BLOCK,HIGH,LOW,OPEN,Routine patrol,EVD-TDMS-2026-0044
TDMS-2026-0045,TDMS,TRACTION,TR-SEC-A01-001,Mast,Demo Division,SEC-A01,Nagpur–Wardha,30.88,CRITICAL,5,2026-08-18,2026-08-19,19,150,POWER_AND_TRAFFIC_BLOCK,HIGH,MEDIUM,OPEN,Field survey,EVD-TDMS-2026-0045
TDMS-2026-0046,TDMS,TRACTION,TR-SEC-A02-002,OHE Contact Wire,Demo Division,SEC-A02,Wardha–Badnera,101.466,HIGH,4,2026-08-06,2026-08-13,25,60,POWER_AND_TRAFFIC_BLOCK,HIGH,MEDIUM,OPEN,Condition monitoring,EVD-TDMS-2026-0046
TDMS-2026-0047,TDMS,TRACTION,TR-SEC-A01-004,Catenary Wire,Demo Division,SEC-A01,Nagpur–Wardha,39.741,MEDIUM,3,2026-08-03,2026-08-24,14,45,POWER_AND_TRAFFIC_BLOCK,HIGH,HIGH,OPEN,Condition monitoring,EVD-TDMS-2026-0047
TDMS-2026-0048,TDMS,TRACTION,TR-SEC-A02-010,Section Insulator,Demo Division,SEC-A02,Wardha–Badnera,101.233,HIGH,4,2026-09-03,2026-09-10,0,90,POWER_AND_TRAFFIC_BLOCK,HIGH,HIGH,OPEN,Maintenance inspection,EVD-TDMS-2026-0048
TDMS-2026-0049,TDMS,TRACTION,TR-SEC-B02-002,Neutral Section,Demo Division,SEC-B02,Akola–Bhusawal,246.838,HIGH,4,2026-08-30,2026-09-06,1,120,POWER_AND_TRAFFIC_BLOCK,MEDIUM,HIGH,OPEN,Field survey,EVD-TDMS-2026-0049
TDMS-2026-0050,TDMS,TRACTION,TR-SEC-B02-020,Catenary Wire,Demo Division,SEC-B02,Akola–Bhusawal,288.21,MEDIUM,3,2026-08-05,2026-08-26,12,60,POWER_AND_TRAFFIC_BLOCK,MEDIUM,HIGH,ACKNOWLEDGED,Maintenance inspection,EVD-TDMS-2026-0050
TDMS-2026-0051,TDMS,TRACTION,TR-SEC-A02-016,Dropper,Demo Division,SEC-A02,Wardha–Badnera,86.866,MEDIUM,3,2026-09-02,2026-09-23,0,45,POWER_AND_TRAFFIC_BLOCK,HIGH,HIGH,PLANNED,Routine patrol,EVD-TDMS-2026-0051
TDMS-2026-0052,TDMS,TRACTION,TR-SEC-A01-012,Dropper,Demo Division,SEC-A01,Nagpur–Wardha,47.478,HIGH,4,2026-09-05,2026-09-12,0,60,POWER_AND_TRAFFIC_BLOCK,HIGH,HIGH,ACKNOWLEDGED,Field survey,EVD-TDMS-2026-0052
TDMS-2026-0053,TDMS,TRACTION,TR-SEC-C01-005,Neutral Section,Demo Division,SEC-C01,Bhusawal–Jalgaon,360.427,MEDIUM,3,2026-09-06,2026-09-27,0,90,POWER_AND_TRAFFIC_BLOCK,LOW,HIGH,ACKNOWLEDGED,Field survey,EVD-TDMS-2026-0053
TDMS-2026-0054,TDMS,TRACTION,TR-SEC-B01-005,Neutral Section,Demo Division,SEC-B01,Badnera–Akola,180.579,MEDIUM,3,2026-09-03,2026-09-24,0,45,POWER_AND_TRAFFIC_BLOCK,MEDIUM,LOW,OPEN,Condition monitoring,EVD-TDMS-2026-0054
TDMS-2026-0055,TDMS,TRACTION,TR-SEC-B02-014,Mast,Demo Division,SEC-B02,Akola–Bhusawal,291.542,MEDIUM,3,2026-08-18,2026-09-08,0,60,POWER_AND_TRAFFIC_BLOCK,MEDIUM,LOW,ACKNOWLEDGED,Maintenance inspection,EVD-TDMS-2026-0055
TDMS-2026-0056,TDMS,TRACTION,TR-SEC-A01-006,Mast,Demo Division,SEC-A01,Nagpur–Wardha,46.501,MEDIUM,3,2026-08-21,2026-09-11,0,45,POWER_AND_TRAFFIC_BLOCK,HIGH,LOW,OPEN,Condition monitoring,EVD-TDMS-2026-0056
TDMS-2026-0057,TDMS,TRACTION,TR-SEC-A02-006,OHE Contact Wire,Demo Division,SEC-A02,Wardha–Badnera,91.696,HIGH,4,2026-08-18,2026-08-25,13,60,POWER_AND_TRAFFIC_BLOCK,HIGH,MEDIUM,OPEN,Field survey,EVD-TDMS-2026-0057
TDMS-2026-0058,TDMS,TRACTION,TR-SEC-B02-018,Feeder,Demo Division,SEC-B02,Akola–Bhusawal,285.519,MEDIUM,3,2026-08-23,2026-09-13,0,60,POWER_AND_TRAFFIC_BLOCK,MEDIUM,LOW,OPEN,Condition monitoring,EVD-TDMS-2026-0058
TDMS-2026-0059,TDMS,TRACTION,TR-SEC-B02-015,Neutral Section,Demo Division,SEC-B02,Akola–Bhusawal,291.987,MEDIUM,3,2026-09-07,2026-09-28,0,45,POWER_AND_TRAFFIC_BLOCK,MEDIUM,MEDIUM,ACKNOWLEDGED,Condition monitoring,EVD-TDMS-2026-0059
TDMS-2026-0060,TDMS,TRACTION,TR-SEC-B02-003,Section Insulator,Demo Division,SEC-B02,Akola–Bhusawal,282.319,MEDIUM,3,2026-08-26,2026-09-16,0,60,POWER_AND_TRAFFIC_BLOCK,MEDIUM,HIGH,OPEN,Condition monitoring,EVD-TDMS-2026-0060
